Round,Pick_No,Team,Player,Player_Link,Pos,College,Conf,ID,Conf_Clean,Div,MVP,SB_MVP,SB_WIN,OPOY,DPOY,OROY,DROY,First_AP,Second_AP,Pro_Bowl
1,15,Las Vegas Raiders,Kolton Miller,https://en.wikipedia.org/wiki/Kolton_Miller ,OT,UCLA,Pac12,2018015,Pac12,AFC West,0,0,0,0,0,0,0,0,0,0
1,16,Buffalo Bills,Tremaine Edmunds,https://en.wikipedia.org/wiki/Tremaine_Edmunds ,LB,Virginia Tech,ACC,2018016,ACC,AFC East,0,0,0,0,0,0,0,0,0,2
1,17,Los Angeles Chargers,Derwin James,https://en.wikipedia.org/wiki/Derwin_James ,S,Florida State,ACC,2018017,ACC,AFC West,0,0,0,0,0,0,0,2,1,3
1,18,Green Bay Packers,Jaire Alexander,https://en.wikipedia.org/wiki/Jaire_Alexander ,CB,Louisville,ACC,2018018,ACC,NFC North,0,0,0,0,0,0,0,0,2,2
1,19,Dallas Cowboys,Leighton Vander Esch,https://en.wikipedia.org/wiki/Leighton_Vander_Esch ,LB,Boise State,MW,2018019,Other,NFC East,0,0,0,0,0,0,0,0,1,1
1,20,Detroit Lions,Frank Ragnow,https://en.wikipedia.org/wiki/Frank_Ragnow ,C,Arkansas,SEC,2018020,SEC,NFC North,0,0,0,0,0,0,0,0,2,3
1,21,Cincinnati Bengals,Billy Price,https://en.wikipedia.org/wiki/Billy_Price_(American_football) ,C,Ohio State,Big Ten,2018021,Big Ten,AFC North,0,0,0,0,0,0,0,0,0,0
1,22,Tennessee Titans,Rashaan Evans,https://en.wikipedia.org/wiki/Rashaan_Evans ,LB,Alabama,SEC,2018022,SEC,AFC South,0,0,0,0,0,0,0,0,0,0
1,23,New England Patriots,Isaiah Wynn,https://en.wikipedia.org/wiki/Isaiah_Wynn ,OT,Georgia,SEC,2018023,SEC,AFC East,0,0,1,0,0,0,0,0,0,0
1,24,Carolina Panthers,D J Moore,https://en.wikipedia.org/wiki/D._J._Moore ,WR,Maryland,Big Ten,2018024,Big Ten,NFC South,0,0,0,0,0,0,0,0,0,0
1,25,Baltimore Ravens,Hayden Hurst,https://en.wikipedia.org/wiki/Hayden_Hurst ,TE,South Carolina,SEC,2018025,SEC,AFC North,0,0,0,0,0,0,0,0,0,0
1,26,Atlanta Falcons,Calvin Ridley,https://en.wikipedia.org/wiki/Calvin_Ridley ,WR,Alabama,SEC,2018026,SEC,NFC South,0,0,0,0,0,0,0,0,1,0
1,27,Seattle Seahawks,Rashaad Penny,https://en.wikipedia.org/wiki/Rashaad_Penny ,RB,San Diego State,MW,2018027,Other,NFC West,0,0,0,0,0,0,0,0,0,0
1,28,Pittsburgh Steelers,Terrell Edmunds,https://en.wikipedia.org/wiki/Terrell_Edmunds ,S,Virginia Tech,ACC,2018028,ACC,AFC North,0,0,0,0,0,0,0,0,0,0
1,29,Jacksonville Jaguars,Taven Bryan,https://en.wikipedia.org/wiki/Taven_Bryan ,DT,Florida,SEC,2018029,SEC,AFC South,0,0,0,0,0,0,0,0,0,0
1,30,Minnesota Vikings,Mike Hughes,https://en.wikipedia.org/wiki/Mike_Hughes_(American_football) ,CB,UCF,The American,2018030,Other,NFC North,0,0,0,0,0,0,0,0,0,0
1,31,New England Patriots,Sony Michel,https://en.wikipedia.org/wiki/Sony_Michel ,RB,Georgia,SEC,2018031,SEC,AFC East,0,0,2,0,0,0,0,0,0,0
1,32,Baltimore Ravens,Lamar Jackson,https://en.wikipedia.org/wiki/Lamar_Jackson ,QB,Louisville,ACC,2018032,ACC,AFC North,2,0,0,0,0,0,0,2,0,3
2,33,Cleveland Browns,Austin Corbett,https://en.wikipedia.org/wiki/Austin_Corbett ,OT,Nevada,MW,2018033,Other,AFC North,0,0,1,0,0,0,0,0,0,0
2,34,New York Giants,Will Hernandez,https://en.wikipedia.org/wiki/Will_Hernandez ,OG,UTEP,CUSA,2018034,Other,NFC East,0,0,0,0,0,0,0,0,0,0
2,35,Cleveland Browns,Nick Chubb,https://en.wikipedia.org/wiki/Nick_Chubb ,RB,Georgia,SEC,2018035,SEC,AFC North,0,0,0,0,0,0,0,0,1,4
2,36,Indianapolis Colts,Shaquille Leonard,https://en.wikipedia.org/wiki/Shaquille_Leonard ,LB,South Carolina State,MEAC,2018036,Other,AFC South,0,0,0,0,0,0,1,3,1,3
2,37,Indianapolis Colts,Braden Smith,https://en.wikipedia.org/wiki/Braden_Smith ,OG,Auburn,SEC,2018037,SEC,AFC South,0,0,0,0,0,0,0,0,0,0
2,38,Tampa Bay Buccaneers,Ronald Jones II,https://en.wikipedia.org/wiki/Ronald_Jones_(running_back) ,RB,USC,Pac12,2018038,Pac12,NFC South,0,0,2,0,0,0,0,0,0,0
2,39,Chicago Bears,James Daniels,https://en.wikipedia.org/wiki/James_Daniels ,C,Iowa,Big Ten,2018039,Big Ten,NFC North,0,0,0,0,0,0,0,0,0,0
2,40,Denver Broncos,Courtland Sutton,https://en.wikipedia.org/wiki/Courtland_Sutton ,WR,SMU,The American,2018040,Other,AFC West,0,0,0,0,0,0,0,0,0,1
2,41,Tennessee Titans,Harold Landry,https://en.wikipedia.org/wiki/Harold_Landry ,LB,Boston College,ACC,2018041,ACC,AFC South,0,0,0,0,0,0,0,0,0,1
2,42,Miami Dolphins,Mike Gesicki,https://en.wikipedia.org/wiki/Mike_Gesicki ,TE,Penn State,Big Ten,2018042,Big Ten,AFC East,0,0,0,0,0,0,0,0,0,0
2,43,Detroit Lions,Kerryon Johnson,https://en.wikipedia.org/wiki/Kerryon_Johnson ,RB,Auburn,SEC,2018043,SEC,NFC North,0,0,0,0,0,0,0,0,0,0
2,44,San Francisco 49ers,Dante Pettis,https://en.wikipedia.org/wiki/Dante_Pettis ,WR,Washington,Pac12,2018044,Pac12,NFC West,0,0,0,0,0,0,0,0,0,0
2,45,Green Bay Packers,Josh Jackson,https://en.wikipedia.org/wiki/Josh_Jackson_(cornerback) ,CB,Iowa,Big Ten,2018045,Big Ten,NFC North,0,0,0,0,0,0,0,0,0,0
2,46,Kansas City Chiefs,Breeland Speaks,https://en.wikipedia.org/wiki/Breeland_Speaks ,DE,Ole Miss,SEC,2018046,SEC,AFC West,0,0,1,0,0,0,0,0,0,0
2,47,Arizona Cardinals,Christian Kirk,https://en.wikipedia.org/wiki/Christian_Kirk ,WR,Texas AM,SEC,2018047,SEC,NFC West,0,0,0,0,0,0,0,0,0,0
2,48,Los Angeles Chargers,Uchenna Nwosu,https://en.wikipedia.org/wiki/Uchenna_Nwosu ,LB,USC,Pac12,2018048,Pac12,AFC West,0,0,0,0,0,0,0,0,0,0
2,49,Philadelphia Eagles,Dallas Goedert,https://en.wikipedia.org/wiki/Dallas_Goedert ,TE,South Dakota State,MVFC,2018049,Other,NFC East,0,0,0,0,0,0,0,0,0,0
2,50,Dallas Cowboys,Connor Williams,https://en.wikipedia.org/wiki/Connor_Williams_(American_football) ,OG,Texas,Big 12,2018050,Big 12,NFC East,0,0,0,0,0,0,0,0,0,0
2,51,Chicago Bears,Anthony Miller,"https://en.wikipedia.org/wiki/Anthony_Miller_(wide_receiver,_born_1994) ",WR,Memphis,The American,2018051,Other,NFC North,0,0,0,0,0,0,0,0,0,0
2,52,Indianapolis Colts,Kemoko Turay,https://en.wikipedia.org/wiki/Kemoko_Turay ,DE,Rutgers,Big Ten,2018052,Big Ten,AFC South,0,0,0,0,0,0,0,0,0,0
2,53,Tampa Bay Buccaneers,M J Stewart,https://en.wikipedia.org/wiki/M._J._Stewart ,CB,North Carolina,ACC,2018053,ACC,NFC South,0,0,0,0,0,0,0,0,0,0
2,54,Cincinnati Bengals,Jessie Bates,https://en.wikipedia.org/wiki/Jessie_Bates ,S,Wake Forest,ACC,2018054,ACC,AFC North,0,0,0,0,0,0,0,0,2,1
2,55,Carolina Panthers,Donte Jackson,https://en.wikipedia.org/wiki/Donte_Jackson_(American_football) ,CB,LSU,SEC,2018055,SEC,NFC South,0,0,0,0,0,0,0,0,0,0
2,56,New England Patriots,Duke Dawson,https://en.wikipedia.org/wiki/Duke_Dawson ,CB,Florida,SEC,2018056,SEC,AFC East,0,0,1,0,0,0,0,0,0,0
2,57,Las Vegas Raiders,P J Hall,https://en.wikipedia.org/wiki/P._J._Hall ,DT,Sam Houston State,Southland,2018057,Other,AFC West,0,0,0,0,0,0,0,0,0,0
2,58,Atlanta Falcons,Isaiah Oliver,https://en.wikipedia.org/wiki/Isaiah_Oliver ,CB,Colorado,Pac12,2018058,Pac12,NFC South,0,0,0,0,0,0,0,0,0,0
2,59,Washington Commanders,Derrius Guice,https://en.wikipedia.org/wiki/Derrius_Guice ,RB,LSU,SEC,2018059,SEC,NFC East,0,0,0,0,0,0,0,0,0,0
2,60,Pittsburgh Steelers,James Washington,https://en.wikipedia.org/wiki/James_Washington_(wide_receiver) ,WR,Oklahoma State,Big 12,2018060,Big 12,AFC North,0,0,0,0,0,0,0,0,0,0
2,61,Jacksonville Jaguars,D J Chark,https://en.wikipedia.org/wiki/D._J._Chark ,WR,LSU,SEC,2018061,SEC,AFC South,0,0,0,0,0,0,0,0,0,1
2,62,Minnesota Vikings,Brian ONeill,https://en.wikipedia.org/wiki/Brian_O%27Neill_(American_football) ,OT,Pittsburgh,ACC,2018062,ACC,NFC North,0,0,0,0,0,0,0,0,0,1
2,63,Tampa Bay Buccaneers,Carlton Davis,https://en.wikipedia.org/wiki/Carlton_Davis ,CB,Auburn,SEC,2018063,SEC,NFC South,0,0,1,0,0,0,0,0,0,0
2,64,Indianapolis Colts,Tyquan Lewis,https://en.wikipedia.org/wiki/Tyquan_Lewis ,DE,Ohio State,Big Ten,2018064,Big Ten,AFC South,0,0,0,0,0,0,0,0,0,0
3,65,Las Vegas Raiders,Brandon Parker,https://en.wikipedia.org/wiki/Brandon_Parker ,OT,North Carolina AT,MEAC,2018065,Other,AFC West,0,0,0,0,0,0,0,0,0,0
3,66,New York Giants,Lorenzo Carter,https://en.wikipedia.org/wiki/Lorenzo_Carter_(American_football) ,LB,Georgia,SEC,2018066,SEC,NFC East,0,0,0,0,0,0,0,0,0,0
3,67,Cleveland Browns,Chad Thomas,https://en.wikipedia.org/wiki/Chad_Thomas ,DE,Miami FL,ACC,2018067,ACC,AFC North,0,0,0,0,0,0,0,0,0,0
3,68,Houston Texans,Justin Reid,https://en.wikipedia.org/wiki/Justin_Reid ,S,Stanford,Pac12,2018068,Pac12,AFC South,0,0,2,0,0,0,0,0,0,0
3,69,New York Giants,B J Hill,https://en.wikipedia.org/wiki/B._J._Hill_(American_football) ,DT,NC State,ACC,2018069,ACC,NFC East,0,0,0,0,0,0,0,0,0,0
3,70,San Francisco 49ers,Fred Warner,https://en.wikipedia.org/wiki/Fred_Warner_(American_football) ,LB,BYU,Ind FBS,2018070,Other,NFC West,0,0,0,0,0,0,0,3,0,3
3,71,Denver Broncos,Royce Freeman,https://en.wikipedia.org/wiki/Royce_Freeman ,RB,Oregon,Pac12,2018071,Pac12,AFC West,0,0,0,0,0,0,0,0,0,0
3,72,New York Jets,Nathan Shepherd,https://en.wikipedia.org/wiki/Nathan_Shepherd ,DT,Fort Hays State,MIAA,2018072,Other,AFC East,0,0,0,0,0,0,0,0,0,0
3,73,Miami Dolphins,Jerome Baker,https://en.wikipedia.org/wiki/Jerome_Baker_(American_football) ,LB,Ohio State,Big Ten,2018073,Big Ten,AFC East,0,0,0,0,0,0,0,0,0,0
3,74,Washington Commanders,Geron Christian,https://en.wikipedia.org/wiki/Geron_Christian ,OT,Louisville,ACC,2018074,ACC,NFC East,0,0,0,0,0,0,0,0,0,0
3,75,Kansas City Chiefs,Derrick Nnadi,https://en.wikipedia.org/wiki/Derrick_Nnadi ,DT,Florida State,ACC,2018075,ACC,AFC West,0,0,3,0,0,0,0,0,0,0
3,76,Pittsburgh Steelers,Mason Rudolph,https://en.wikipedia.org/wiki/Mason_Rudolph_(American_football) ,QB,Oklahoma State,Big 12,2018076,Big 12,AFC North,0,0,0,0,0,0,0,0,0,0
3,77,Cincinnati Bengals,Sam Hubbard,https://en.wikipedia.org/wiki/Sam_Hubbard ,DE,Ohio State,Big Ten,2018077,Big Ten,AFC North,0,0,0,0,0,0,0,0,0,0
3,78,Cincinnati Bengals,Malik Jefferson,https://en.wikipedia.org/wiki/Malik_Jefferson ,LB,Texas,Big 12,2018078,Big 12,AFC North,0,0,0,0,0,0,0,0,0,0
3,79,Seattle Seahawks,Rasheem Green,https://en.wikipedia.org/wiki/Rasheem_Green ,DE,USC,Pac12,2018079,Pac12,NFC West,0,0,0,0,0,0,0,0,0,0
3,80,Houston Texans,Martinas Rankin,https://en.wikipedia.org/wiki/Martinas_Rankin ,OT,Mississippi State,SEC,2018080,SEC,AFC South,0,0,1,0,0,0,0,0,0,0
3,81,Dallas Cowboys,Michael Gallup,https://en.wikipedia.org/wiki/Michael_Gallup ,WR,Colorado State,MW,2018081,Other,NFC East,0,0,0,0,0,0,0,0,0,0
3,82,Detroit Lions,Tracy Walker,https://en.wikipedia.org/wiki/Tracy_Walker_(American_football) ,S,Louisiana,Sun Belt,2018082,Other,NFC North,0,0,0,0,0,0,0,0,0,0
3,83,Baltimore Ravens,Orlando Brown Jr,https://en.wikipedia.org/wiki/Orlando_Brown_Jr. ,OT,Oklahoma,Big 12,2018083,Big 12,AFC North,0,0,1,0,0,0,0,0,0,4
3,84,Los Angeles Chargers,Justin Jones,https://en.wikipedia.org/wiki/Justin_Jones_(American_football) ,DT,NC State,ACC,2018084,ACC,AFC West,0,0,0,0,0,0,0,0,0,0
3,85,Carolina Panthers,Rashaan Gaulden,https://en.wikipedia.org/wiki/Rashaan_Gaulden ,CB,Tennessee,SEC,2018085,SEC,NFC South,0,0,0,0,0,0,0,0,0,0
3,86,Baltimore Ravens,Mark Andrews,https://en.wikipedia.org/wiki/Mark_Andrews_(American_football) ,TE,Oklahoma,Big 12,2018086,Big 12,AFC North,0,0,0,0,0,0,0,1,0,3
3,87,Las Vegas Raiders,Arden Key,https://en.wikipedia.org/wiki/Arden_Key ,DE,LSU,SEC,2018087,SEC,AFC West,0,0,0,0,0,0,0,0,0,0
3,88,Green Bay Packers,Oren Burks,https://en.wikipedia.org/wiki/Oren_Burks ,LB,Vanderbilt,SEC,2018088,SEC,NFC North,0,0,0,0,0,0,0,0,0,0
3,89,Los Angeles Rams,Joseph Noteboom,https://en.wikipedia.org/wiki/Joseph_Noteboom ,OT,TCU,Big 12,2018089,Big 12,NFC West,0,0,1,0,0,0,0,0,0,0
3,90,Atlanta Falcons,Deadrin Senat,https://en.wikipedia.org/wiki/Deadrin_Senat ,DT,South Florida,The American,2018090,Other,NFC South,0,0,0,0,0,0,0,0,0,0
3,91,New Orleans Saints,TreQuan Smith,https://en.wikipedia.org/wiki/Tre%27Quan_Smith ,WR,UCF,The American,2018091,Other,NFC South,0,0,0,0,0,0,0,0,0,0
3,92,Pittsburgh Steelers,Chukwuma Okorafor,https://en.wikipedia.org/wiki/Chukwuma_Okorafor ,OT,Western Michigan,MAC,2018092,Other,AFC North,0,0,0,0,0,0,0,0,0,0
3,93,Jacksonville Jaguars,Ronnie Harrison,https://en.wikipedia.org/wiki/Ronnie_Harrison ,S,Alabama,SEC,2018093,SEC,AFC South,0,0,0,0,0,0,0,0,0,0
3,94,Tampa Bay Buccaneers,Alex Cappa,https://en.wikipedia.org/wiki/Alex_Cappa ,OT,Humboldt State,GNAC,2018094,Other,NFC South,0,0,1,0,0,0,0,0,0,0
3,95,San Francisco 49ers,Tarvarius Moore,https://en.wikipedia.org/wiki/Tarvarius_Moore ,S,Southern Miss,CUSA,2018095,Other,NFC West,0,0,0,0,0,0,0,0,0,0
3,96,Buffalo Bills,Harrison Phillips,https://en.wikipedia.org/wiki/Harrison_Phillips ,DT,Stanford,Pac12,2018096,Pac12,AFC East,0,0,0,0,0,0,0,0,0,0
3,97,Arizona Cardinals,Mason Cole,https://en.wikipedia.org/wiki/Mason_Cole ,C,Michigan,Big Ten,2018097,Big Ten,NFC West,0,0,0,0,0,0,0,0,0,0
3,98,Houston Texans,Jordan Akins,https://en.wikipedia.org/wiki/Jordan_Akins ,TE,UCF,The American,2018098,Other,AFC South,0,0,0,0,0,0,0,0,0,0
3,99,Denver Broncos,Isaac Yiadom,https://en.wikipedia.org/wiki/Isaac_Yiadom ,CB,Boston College,ACC,2018099,ACC,AFC West,0,0,0,0,0,0,0,0,0,0
3,100,Kansas City Chiefs,Dorian ODaniel,https://en.wikipedia.org/wiki/Dorian_O%27Daniel ,LB,Clemson,ACC,2018100,ACC,AFC West,0,0,1,0,0,0,0,0,0,0
4,101,Carolina Panthers,Ian Thomas,https://en.wikipedia.org/wiki/Ian_Thomas_(American_football) ,TE,Indiana,Big Ten,2018101,Big Ten,NFC South,0,0,0,0,0,0,0,0,0,0
4,102,Minnesota Vikings,Jalyn Holmes,https://en.wikipedia.org/wiki/Jalyn_Holmes ,DE,Ohio State,Big Ten,2018102,Big Ten,NFC North,0,0,0,0,0,0,0,0,0,0
4,103,Houston Texans,Keke Coutee,https://en.wikipedia.org/wiki/Keke_Coutee ,WR,Texas Tech,Big 12,2018103,Big 12,AFC South,0,0,0,0,0,0,0,0,0,0
4,104,Indianapolis Colts,Nyheim Hines,https://en.wikipedia.org/wiki/Nyheim_Hines ,RB,NC State,ACC,2018104,ACC,AFC South,0,0,0,0,0,0,0,0,0,0
4,105,Cleveland Browns,Antonio Callaway,https://en.wikipedia.org/wiki/Antonio_Callaway ,WR,Florida,SEC,2018105,SEC,AFC North,0,0,0,0,0,0,0,0,0,0
4,106,Denver Broncos,Josey Jewell,https://en.wikipedia.org/wiki/Josey_Jewell ,LB,Iowa,Big Ten,2018106,Big Ten,AFC West,0,0,0,0,0,0,0,0,0,0
4,107,New York Jets,Chris Herndon,https://en.wikipedia.org/wiki/Chris_Herndon ,TE,Miami FL,ACC,2018107,ACC,AFC East,0,0,0,0,0,0,0,0,0,0
4,108,New York Giants,Kyle Lauletta,https://en.wikipedia.org/wiki/Kyle_Lauletta ,QB,Richmond,CAA,2018108,Other,NFC East,0,0,0,0,0,0,0,0,0,0
4,109,Washington Commanders,Troy Apke,https://en.wikipedia.org/wiki/Troy_Apke ,S,Penn State,Big Ten,2018109,Big Ten,NFC East,0,0,0,0,0,0,0,0,0,0
4,110,Las Vegas Raiders,Nick Nelson,https://en.wikipedia.org/wiki/Nick_Nelson_(American_football) ,CB,Wisconsin,Big Ten,2018110,Big Ten,AFC West,0,0,0,0,0,0,0,0,0,0
4,111,Los Angeles Rams,Brian Allen,https://en.wikipedia.org/wiki/Brian_Allen_(offensive_lineman) ,C,Michigan State,Big Ten,2018111,Big Ten,NFC West,0,0,1,0,0,0,0,0,0,0
4,112,Cincinnati Bengals,Mark Walton,https://en.wikipedia.org/wiki/Mark_Walton_(American_football) ,RB,Miami FL,ACC,2018112,ACC,AFC North,0,0,0,0,0,0,0,0,0,0
4,113,Denver Broncos,DaeSean Hamilton,https://en.wikipedia.org/wiki/DaeSean_Hamilton ,WR,Penn State,Big Ten,2018113,Big Ten,AFC West,0,0,0,0,0,0,0,0,0,0
4,114,Detroit Lions,DaShawn Hand,https://en.wikipedia.org/wiki/Da%27Shawn_Hand ,DE,Alabama,SEC,2018114,SEC,NFC North,0,0,0,0,0,0,0,0,0,0
4,115,Chicago Bears,Joel Iyiegbuniwe,https://en.wikipedia.org/wiki/Joel_Iyiegbuniwe ,LB,Western Kentucky,CUSA,2018115,Other,NFC North,0,0,0,0,0,0,0,0,0,0
4,116,Dallas Cowboys,Dorance Armstrong,https://en.wikipedia.org/wiki/Dorance_Armstrong ,DE,Kansas,Big 12,2018116,Big 12,NFC East,0,0,0,0,0,0,0,0,0,0
4,117,Tampa Bay Buccaneers,Jordan Whitehead,https://en.wikipedia.org/wiki/Jordan_Whitehead ,S,Pittsburgh,ACC,2018117,ACC,NFC South,0,0,1,0,0,0,0,0,0,0
4,118,Baltimore Ravens,Anthony Averett,https://en.wikipedia.org/wiki/Anthony_Averett ,CB,Alabama,SEC,2018118,SEC,AFC North,0,0,0,0,0,0,0,0,0,0
4,119,Los Angeles Chargers,Kyzir White,https://en.wikipedia.org/wiki/Kyzir_White ,S,West Virginia,Big 12,2018119,Big 12,AFC West,0,0,0,0,0,0,0,0,0,0
4,120,Seattle Seahawks,Will Dissly,https://en.wikipedia.org/wiki/Will_Dissly ,TE,Washington,Pac12,2018120,Pac12,NFC West,0,0,0,0,0,0,0,0,0,0
4,121,Buffalo Bills,Taron Johnson,https://en.wikipedia.org/wiki/Taron_Johnson ,CB,Weber State,Big Sky,2018121,Other,AFC East,0,0,0,0,0,0,0,0,1,0
4,122,Baltimore Ravens,Kenny Young,https://en.wikipedia.org/wiki/Kenny_Young_(American_football) ,LB,UCLA,Pac12,2018122,Pac12,AFC North,0,0,0,0,0,0,0,0,0,0
4,123,Miami Dolphins,Durham Smythe,https://en.wikipedia.org/wiki/Durham_Smythe ,TE,Notre Dame,Ind FBS,2018123,Other,AFC East,0,0,0,0,0,0,0,0,0,0
4,124,Kansas City Chiefs,Armani Watts,https://en.wikipedia.org/wiki/Armani_Watts ,S,Texas AM,SEC,2018124,SEC,AFC West,0,0,1,0,0,0,0,0,0,0
4,125,Philadelphia Eagles,Avonte Maddox,https://en.wikipedia.org/wiki/Avonte_Maddox ,CB,Pittsburgh,ACC,2018125,ACC,NFC East,0,0,0,0,0,0,0,0,0,0
4,126,Atlanta Falcons,Ito Smith,https://en.wikipedia.org/wiki/Ito_Smith ,RB,Southern Miss,CUSA,2018126,Other,NFC South,0,0,0,0,0,0,0,0,0,0
4,127,New Orleans Saints,Rick Leonard,https://en.wikipedia.org/wiki/Rick_Leonard ,OT,Florida State,ACC,2018127,ACC,NFC South,0,0,0,0,0,0,0,0,0,0
4,128,San Francisco 49ers,Kentavius Street,https://en.wikipedia.org/wiki/Kentavius_Street ,DE,NC State,ACC,2018128,ACC,NFC West,0,0,0,0,0,0,0,0,0,0
4,129,Jacksonville Jaguars,Will Richardson,https://en.wikipedia.org/wiki/Will_Richardson_(American_football) ,OT,NC State,ACC,2018129,ACC,AFC South,0,0,0,0,0,0,0,0,0,0
4,130,Philadelphia Eagles,Josh Sweat,https://en.wikipedia.org/wiki/Josh_Sweat ,DE,Florida State,ACC,2018130,ACC,NFC East,0,0,0,0,0,0,0,0,0,1
4,131,Miami Dolphins,Kalen Ballage,https://en.wikipedia.org/wiki/Kalen_Ballage ,RB,Arizona State,Pac12,2018131,Pac12,AFC East,0,0,0,0,0,0,0,0,0,0
4,132,Baltimore Ravens,Jaleel Scott,https://en.wikipedia.org/wiki/Jaleel_Scott ,WR,New Mexico State,Sun Belt,2018132,Other,AFC North,0,0,0,0,0,0,0,0,0,0
4,133,Green Bay Packers,JMon Moore,https://en.wikipedia.org/wiki/J%27Mon_Moore ,WR,Missouri,SEC,2018133,SEC,NFC North,0,0,0,0,0,0,0,0,0,0
4,134,Arizona Cardinals,Chase Edmonds,https://en.wikipedia.org/wiki/Chase_Edmonds ,RB,Fordham,Patriot,2018134,Other,NFC West,0,0,0,0,0,0,0,0,0,0
4,135,Los Angeles Rams,John FranklinMyers,https://en.wikipedia.org/wiki/John_Franklin-Myers ,DE,Stephen F Austin,Southland,2018135,Other,NFC West,0,0,0,0,0,0,0,0,0,0
4,136,Carolina Panthers,Marquis Haynes,https://en.wikipedia.org/wiki/Marquis_Haynes ,DE,Ole Miss,SEC,2018136,SEC,NFC South,0,0,0,0,0,0,0,0,0,0
4,137,Dallas Cowboys,Dalton Schultz,https://en.wikipedia.org/wiki/Dalton_Schultz ,TE,Stanford,Pac12,2018137,Pac12,NFC East,0,0,0,0,0,0,0,0,0,0
5,138,Green Bay Packers,Cole Madison,https://en.wikipedia.org/wiki/Cole_Madison ,OG,Washington State,Pac12,2018138,Pac12,NFC North,0,0,0,0,0,0,0,0,0,0
5,139,New York Giants,R J McIntosh,https://en.wikipedia.org/wiki/R._J._McIntosh ,DT,Miami FL,ACC,2018139,ACC,NFC East,0,0,0,0,0,0,0,0,0,0
5,140,Las Vegas Raiders,Maurice Hurst,https://en.wikipedia.org/wiki/Maurice_Hurst_Jr. ,DT,Michigan,Big Ten,2018140,Big Ten,AFC West,0,0,0,0,0,0,0,0,0,0
5,141,Seattle Seahawks,Shaquem Griffin,https://en.wikipedia.org/wiki/Shaquem_Griffin ,LB,UCF,The American,2018141,Other,NFC West,0,0,0,0,0,0,0,0,0,0
5,142,San Francisco 49ers,D J Reed,https://en.wikipedia.org/wiki/D._J._Reed ,CB,Kansas State,Big 12,2018142,Big 12,NFC West,0,0,0,0,0,0,0,0,0,0
5,143,New England Patriots,JaWhaun Bentley,https://en.wikipedia.org/wiki/Ja%27Whaun_Bentley ,LB,Purdue,Big Ten,2018143,Big Ten,AFC East,0,0,1,0,0,0,0,0,0,0
