Player,ID,MVP,SB_MVP,SB_WIN,OPOY,DPOY,OROY,DROY,First_AP,Second_AP,Pro_Bowl
Travis Swanson,2014076,0,0,0,0,0,0,0,0,0,0
Chris Borland,2014077,0,0,0,0,0,0,0,0,0,0
Spencer Long,2014078,0,0,0,0,0,0,0,0,0,0
Terrence Brooks,2014079,0,0,0,0,0,0,0,0,0,0
Dexter McDougle,2014080,0,0,0,0,0,0,0,0,0,0
Gabe Jackson,2014081,0,0,0,0,0,0,0,0,0,0
Will Sutton,2014082,0,0,0,0,0,0,0,0,0,0
Louis Nix,2014083,0,0,0,0,0,0,0,0,0,0
Kareem Martin,2014084,0,0,0,0,0,0,0,0,0,0
Khyri Thornton,2014085,0,0,0,0,0,0,0,0,0,0
Josh Huff,2014086,0,0,0,0,0,0,0,0,0,0
Phillip Gaines,2014087,0,0,0,0,0,0,0,0,0,0
Will Clarke,2014088,0,0,0,0,0,0,0,0,0,0
Chris Watt,2014089,0,0,0,0,0,0,0,0,0,0
Donte Moncrief,2014090,0,0,0,0,0,0,0,0,0,0
John Brown,2014091,0,0,0,0,0,0,0,0,0,0
Trai Turner,2014092,0,0,0,0,0,0,0,0,0,5
Brandon Linder,2014093,0,0,0,0,0,0,0,0,0,0
Terrance West,2014094,0,0,0,0,0,0,0,0,0,0
Michael Schofield,2014095,0,0,1,0,0,0,0,0,0,0
Jerick McKinnon,2014096,0,0,2,0,0,0,0,0,0,0
Dri Archer,2014097,0,0,0,0,0,0,0,0,0,0
Richard Rodgers II,2014098,0,0,0,0,0,0,0,0,0,0
Crockett Gillmore,2014099,0,0,0,0,0,0,0,0,0,0
Brandon Thomas,2014100,0,0,0,0,0,0,0,0,0,0
Jaylen Watkins,2014101,0,0,1,0,0,0,0,0,0,0
Bashaud Breeland,2014102,0,0,1,0,0,0,0,0,0,0
Devonta Freeman,2014103,0,0,0,0,0,0,0,0,1,2
Jalen Saunders,2014104,0,0,0,0,0,0,0,0,0,0
Bryan Stork,2014105,0,0,1,0,0,0,0,0,0,0
Bruce Ellington,2014106,0,0,0,0,0,0,0,0,0,0
Justin Ellis,2014107,0,0,0,0,0,0,0,0,0,0
Cassius Marsh,2014108,0,0,0,0,0,0,0,0,0,0
Ross Cockrell,2014109,0,0,1,0,0,0,0,0,0,0
Maurice Alexander,2014110,0,0,0,0,0,0,0,0,0,0
Russell Bodine,2014111,0,0,0,0,0,0,0,0,0,0
DaQuan Jones,2014112,0,0,0,0,0,0,0,0,0,0
Andre Williams,2014113,0,0,0,0,0,0,0,0,0,0
Aaron Colvin,2014114,0,0,0,0,0,0,0,0,0,0
Shaq Evans,2014115,0,0,0,0,0,0,0,0,0,0
Keith McGill,2014116,0,0,0,0,0,0,0,0,0,0
KaDeem Carey,2014117,0,0,0,0,0,0,0,0,0,0
Martavis Bryant,2014118,0,0,0,0,0,0,0,0,0,0
Anthony Hitchens,2014119,0,0,1,0,0,0,0,0,0,0
Logan Thomas,2014120,0,0,0,0,0,0,0,0,0,0
Carl Bradford,2014121,0,0,0,0,0,0,0,0,0,0
Marqueston Huff,2014122,0,0,0,0,0,0,0,0,0,0
Kevin Norwood,2014123,0,0,0,0,0,0,0,0,0,0
DeAnthony Thomas,2014124,0,0,0,0,0,0,0,0,0,0
Walt Aikens,2014125,0,0,0,0,0,0,0,0,0,0
Khairi Fortt,2014126,0,0,0,0,0,0,0,0,0,0
Pierre Desir,2014127,0,0,0,0,0,0,0,0,0,0
Tre Boston,2014128,0,0,0,0,0,0,0,0,0,0
Dontae Johnson,2014129,0,0,0,0,0,0,0,0,0,0
James White,2014130,0,0,3,0,0,0,0,0,0,0
Brock Vereen,2014131,0,0,0,0,0,0,0,0,0,0
Kevin PierreLouis,2014132,0,0,0,0,0,0,0,0,0,0
Nevin Lawson,2014133,0,0,0,0,0,0,0,0,0,0
Brent Urban,2014134,0,0,0,0,0,0,0,0,0,0
Tom Savage,2014135,0,0,0,0,0,0,0,0,0,0
Larry Webster III,2014136,0,0,0,0,0,0,0,0,0,0
Dakota Dozier,2014137,0,0,0,0,0,0,0,0,0,0
Lorenzo Taliaferro,2014138,0,0,0,0,0,0,0,0,0,0
Prince Shembo,2014139,0,0,0,0,0,0,0,0,0,0
Cameron Fleming,2014140,0,0,2,0,0,0,0,0,0,0
Taylor Hart,2014141,0,0,0,0,0,0,0,0,0,0
Ryan Grant,2014142,0,0,0,0,0,0,0,0,0,0
Kadeem Edwards,2014143,0,0,0,0,0,0,0,0,0,0
Telvin Smith,2014144,0,0,0,0,0,0,0,0,1,1
David Yankey,2014145,0,0,0,0,0,0,0,0,0,0
Devin Street,2014146,0,0,0,0,0,0,0,0,0,0
Ricardo Allen,2014147,0,0,0,0,0,0,0,0,0,0
Bené Benwikere,2014148,0,0,0,0,0,0,0,0,0,0
Kevin Pamphile,2014149,0,0,0,0,0,0,0,0,0,0
Aaron Lynch,2014150,0,0,0,0,0,0,0,0,0,0
Avery Williamson,2014151,0,0,0,0,0,0,0,0,0,0
Nat Berhe,2014152,0,0,0,0,0,0,0,0,0,0
Cyril Richardson,2014153,0,0,0,0,0,0,0,0,0,0
Jeremiah George,2014154,0,0,0,0,0,0,0,0,0,0
Arthur Lynch,2014155,0,0,0,0,0,0,0,0,0,0
Lamin Barrow,2014156,0,0,0,0,0,0,0,0,0,0
Shaquille Richardson,2014157,0,0,0,0,0,0,0,0,0,0
Caraun Reid,2014158,0,0,0,0,0,0,0,0,0,0
Chris Smith,2014159,0,0,0,0,0,0,0,0,0,0
Ed Stinson,2014160,0,0,0,0,0,0,0,0,0,0
Corey Linsley,2014161,0,0,0,0,0,0,0,1,1,1
Ed Reynolds,2014162,0,0,0,0,0,0,0,0,0,0
Aaron Murray,2014163,0,0,0,0,0,0,0,0,0,0
A J McCarron,2014164,0,0,0,0,0,0,0,0,0,0
Ryan Carrethers,2014165,0,0,0,0,0,0,0,0,0,0
Jonathan Newsome,2014166,0,0,0,0,0,0,0,0,0,0
Vinnie Sunseri,2014167,0,0,0,0,0,0,0,0,0,0
Marquis Spruill,2014168,0,0,0,0,0,0,0,0,0,0
Ronald Powell,2014169,0,0,0,0,0,0,0,0,0,0
Keith Reaser,2014170,0,0,1,0,0,0,0,0,0,0
Jordan Tripp,2014171,0,0,0,0,0,0,0,0,0,0
Jimmy Staten,2014172,0,0,0,0,0,0,0,0,0,0
Wesley Johnson,2014173,0,0,0,0,0,0,0,0,0,0
Devon Kennard,2014174,0,0,0,0,0,0,0,0,0,0
John Urschel,2014175,0,0,0,0,0,0,0,0,0,0
Jared Abbrederis,2014176,0,0,0,0,0,0,0,0,0,0
Jeoffrey Pagan,2014177,0,0,0,0,0,0,0,0,0,0
Zach Mettenberger,2014178,0,0,0,0,0,0,0,0,0,0
Jon Halapio,2014179,0,0,0,0,0,0,0,0,0,0
Kenneth Acker,2014180,0,0,0,0,0,0,0,0,0,0
Alfred Blue,2014181,0,0,0,0,0,0,0,0,0,0
Antone Exum,2014182,0,0,0,0,0,0,0,0,0,0
David Fales,2014183,0,0,0,0,0,0,0,0,0,0
Kendall James,2014184,0,0,0,0,0,0,0,0,0,0
Robert Herron,2014185,0,0,0,0,0,0,0,0,0,0
Lache Seastrunk,2014186,0,0,0,0,0,0,0,0,0,0
Bennett Jackson,2014187,0,0,0,0,0,0,0,0,0,0
E J Gaines,2014188,0,0,0,0,0,0,0,0,0,0
T J Jones,2014189,0,0,0,0,0,0,0,0,0,0
Matt Hazel,2014190,0,0,0,0,0,0,0,0,0,0
Pat ODonnell,2014191,0,0,0,0,0,0,0,0,0,0
Jordan Zumwalt,2014192,0,0,0,0,0,0,0,0,0,0
Zach Fulton,2014193,0,0,0,0,0,0,0,0,0,0
Keith Wenning,2014194,0,0,0,0,0,0,0,0,0,0
Brandon Dixon,2014195,0,0,0,0,0,0,0,0,0,0
Walt Powell,2014196,0,0,0,0,0,0,0,0,0,0
Demetri Goodson,2014197,0,0,0,0,0,0,0,0,0,0
Zach Moore,2014198,0,0,1,0,0,0,0,0,0,0
Garrett Scott,2014199,0,0,0,0,0,0,0,0,0,0
Laurent DuvernayTardif,2014200,0,0,1,0,0,0,0,0,0,0
Marion Grice,2014201,0,0,0,0,0,0,0,0,0,0
Tavon Rooks,2014202,0,0,0,0,0,0,0,0,0,0
Andrew Jackson,2014203,0,0,0,0,0,0,0,0,0,0
Tyler Gaffney,2014204,0,0,2,0,0,0,0,0,0,0
Luke Bowanko,2014205,0,0,0,0,0,0,0,0,0,0
Jemea Thomas,2014206,0,0,0,0,0,0,0,0,0,0
Matt Paradis,2014207,0,0,1,0,0,0,0,0,0,0
Eric Pinkins,2014208,0,0,0,0,0,0,0,0,0,0
Quincy Enunwa,2014209,0,0,0,0,0,0,0,0,0,0
IK Enemkpali,2014210,0,0,0,0,0,0,0,0,0,0
Jay Prosch,2014211,0,0,0,0,0,0,0,0,0,0
Marquis Flowers,2014212,0,0,0,0,0,0,0,0,0,0
Tajh Boyd,2014213,0,0,0,0,0,0,0,0,0,0
Garrett Gilbert,2014214,0,0,1,0,0,0,0,0,0,0
Daniel McCullers,2014215,0,0,0,0,0,0,0,0,0,0
Andre Hal,2014216,0,0,0,0,0,0,0,0,0,0
Ted Bolser,2014217,0,0,0,0,0,0,0,0,0,0
Michael Campanaro,2014218,0,0,0,0,0,0,0,0,0,0
Travis Carrie,2014219,0,0,0,0,0,0,0,0,0,0
Shamar Stephen,2014220,0,0,0,0,0,0,0,0,0,0
Randell Johnson,2014221,0,0,0,0,0,0,0,0,0,0
Storm Johnson,2014222,0,0,0,0,0,0,0,0,0,0
Brandon Watts,2014223,0,0,0,0,0,0,0,0,0,0
Beau Allen,2014224,0,0,1,0,0,0,0,0,0,0
Jabari Price,2014225,0,0,0,0,0,0,0,0,0,0
Mitchell Van Dyk,2014226,0,0,0,0,0,0,0,0,0,0
Kiero Small,2014227,0,0,0,0,0,0,0,0,0,0
Zach Hocker,2014228,0,0,0,0,0,0,0,0,0,0
Nate Freese,2014229,0,0,0,0,0,0,0,0,0,0
Rob Blanchflower,2014230,0,0,0,0,0,0,0,0,0,0
Ben Gardner,2014231,0,0,0,0,0,0,0,0,0,0
Ulrick John,2014232,0,0,1,0,0,0,0,0,0,0
Trevor Reilly,2014233,0,0,0,0,0,0,0,0,0,0
Terrence Fede,2014234,0,0,0,0,0,0,0,0,0,0
Shelby Harris,2014235,0,0,0,0,0,0,0,0,0,0
Jeff Janis,2014236,0,0,0,0,0,0,0,0,0,0
Seantrel Henderson,2014237,0,0,0,0,0,0,0,0,0,0
Will Smith,2014238,0,0,0,0,0,0,0,0,0,0
James Wright,2014239,0,0,0,0,0,0,0,0,0,0
Tevin Reese,2014240,0,0,0,0,0,0,0,0,0,0
Christian Bryant,2014241,0,0,0,0,0,0,0,0,0,0
Corey Nelson,2014242,0,0,1,0,0,0,0,0,0,0
Kaleb Ramsey,2014243,0,0,0,0,0,0,0,0,0,0
Jeremy Gallon,2014244,0,0,0,0,0,0,0,0,0,0
Trey Millard,2014245,0,0,0,0,0,0,0,0,0,0
Charles Leno,2014246,0,0,0,0,0,0,0,0,0,1
Jonathan Dowling,2014247,0,0,0,0,0,0,0,0,0,0
Ahmad Dixon,2014248,0,0,0,0,0,0,0,0,0,0
Michael Sam,2014249,0,0,0,0,0,0,0,0,0,0
Demetrius Rhaney,2014250,0,0,0,0,0,0,0,0,0,0
Ken Bishop,2014251,0,0,0,0,0,0,0,0,0,0
Lavelle Westbrooks,2014252,0,0,0,0,0,0,0,0,0,0
Yawin Smallwood,2014253,0,0,0,0,0,0,0,0,0,0
Terrance Mitchell,2014254,0,0,0,0,0,0,0,0,0,0
Tyler Starr,2014255,0,0,0,0,0,0,0,0,0,0
Lonnie Ballentine,2014256,0,0,0,0,0,0,0,0,0,0
