Player,ID,MVP,SB_MVP,SB_WIN,OPOY,DPOY,OROY,DROY,First_AP,Second_AP,Pro_Bowl
Dexter Davis,2010236,0,0,0,0,0,0,0,0,0,0
Ryan DImperio,2010237,0,0,0,0,0,0,0,0,0,0
Ricardo Mathews,2010238,0,0,0,0,0,0,0,0,0,0
Sean Canfield,2010239,0,0,0,0,0,0,0,0,0,0
Kavell Conner,2010240,0,0,0,0,0,0,0,0,0,0
David Howard,2010241,0,0,0,0,0,0,0,0,0,0
Doug Worthington,2010242,0,0,0,0,0,0,0,0,0,0
Jeff Owens,2010243,0,0,0,0,0,0,0,0,0,0
Kurt Coleman,2010244,0,0,0,0,0,0,0,0,0,0
Jameson Konz,2010245,0,0,0,0,0,0,0,0,0,0
Ray Fisher,2010246,0,0,0,0,0,0,0,0,0,0
Brandon Deaderick,2010247,0,0,0,0,0,0,0,0,0,0
Kade Weston,2010248,0,0,0,0,0,0,0,0,0,0
Robert McClain,2010249,0,0,0,0,0,0,0,0,0,0
Zac Robinson,2010250,0,0,1,0,0,0,0,0,0,0
Stevie Brown,2010251,0,0,0,0,0,0,0,0,0,0
Austin Spitler,2010252,0,0,0,0,0,0,0,0,0,0
Erik Lorig,2010253,0,0,0,0,0,0,0,0,0,0
Josh Hull,2010254,0,0,0,0,0,0,0,0,0,0
Tim Toone,2010255,0,0,0,0,0,0,0,0,0,0
Cam Newton,2011001,1,0,0,1,0,1,0,1,0,3
Von Miller,2011002,0,1,2,0,0,0,1,3,4,8
Marcell Dareus,2011003,0,0,0,0,0,0,0,1,0,2
A J Green,2011004,0,0,0,0,0,0,0,0,2,7
Patrick Peterson,2011005,0,0,0,0,0,0,0,3,0,8
Julio Jones,2011006,0,0,0,0,0,0,0,2,3,7
Aldon Smith,2011007,0,0,0,0,0,0,0,1,0,1
Jake Locker,2011008,0,0,0,0,0,0,0,0,0,0
Tyron Smith,2011009,0,0,0,0,0,0,0,2,3,8
Blaine Gabbert,2011010,0,0,2,0,0,0,0,0,0,0
J J Watt,2011011,0,0,0,0,3,0,0,5,2,5
Christian Ponder,2011012,0,0,0,0,0,0,0,0,0,0
Nick Fairley,2011013,0,0,0,0,0,0,0,0,0,0
Robert Quinn,2011014,0,0,0,0,0,0,0,1,1,3
Mike Pouncey,2011015,0,0,0,0,0,0,0,0,0,4
Ryan Kerrigan,2011016,0,0,0,0,0,0,0,0,0,4
Nate Solder,2011017,0,0,2,0,0,0,0,0,0,0
Corey Liuget,2011018,0,0,0,0,0,0,0,0,0,0
Prince Amukamara,2011019,0,0,1,0,0,0,0,0,0,0
Adrian Clayborn,2011020,0,0,1,0,0,0,0,0,0,0
Phil Taylor,2011021,0,0,0,0,0,0,0,0,0,0
Anthony Castonzo,2011022,0,0,0,0,0,0,0,0,0,0
Danny Watkins,2011023,0,0,0,0,0,0,0,0,0,0
Cameron Jordan,2011024,0,0,0,0,0,0,0,1,2,8
James Carpenter,2011025,0,0,1,0,0,0,0,0,0,0
Jonathan Baldwin,2011026,0,0,0,0,0,0,0,0,0,0
Jimmy Smith,2011027,0,0,0,0,0,0,0,0,0,0
Mark Ingram II,2011028,0,0,0,0,0,0,0,0,0,3
Gabe Carimi,2011029,0,0,0,0,0,0,0,0,0,0
Muhammad Wilkerson,2011030,0,0,0,0,0,0,0,0,2,1
Cameron Heyward,2011031,0,0,0,0,0,0,0,3,1,6
Derek Sherrod,2011032,0,0,0,0,0,0,0,0,0,0
RasI Dowling,2011033,0,0,0,0,0,0,0,0,0,0
Aaron Williams,2011034,0,0,0,0,0,0,0,0,0,0
Andy Dalton,2011035,0,0,0,0,0,0,0,0,0,3
Colin Kaepernick,2011036,0,0,0,0,0,0,0,0,0,0
Jabaal Sheard,2011037,0,0,1,0,0,0,0,0,0,0
Ryan Williams,2011038,0,0,0,0,0,0,0,0,0,0
Akeem Ayers,2011039,0,0,1,0,0,0,0,0,0,0
Bruce Carter,2011040,0,0,0,0,0,0,0,0,0,0
Jarvis Jenkins,2011041,0,0,0,0,0,0,0,0,0,0
Brooks Reed,2011042,0,0,0,0,0,0,0,0,0,0
Kyle Rudolph,2011043,0,0,0,0,0,0,0,0,0,2
Titus Young,2011044,0,0,0,0,0,0,0,0,0,0
Rahim Moore,2011045,0,0,0,0,0,0,0,0,0,0
Orlando Franklin,2011046,0,0,0,0,0,0,0,0,0,0
Lance Kendricks,2011047,0,0,0,0,0,0,0,0,0,0
Stefen Wisniewski,2011048,0,0,2,0,0,0,0,0,0,0
Ben Ijalana,2011049,0,0,0,0,0,0,0,0,0,0
Marcus Gilchrist,2011050,0,0,0,0,0,0,0,0,0,0
DaQuan Bowers,2011051,0,0,0,0,0,0,0,0,0,0
Marvin Austin,2011052,0,0,0,0,0,0,0,0,0,0
Stephen Paea,2011053,0,0,0,0,0,0,0,0,0,0
Jaiquawn Jarrett,2011054,0,0,0,0,0,0,0,0,0,0
Rodney Hudson,2011055,0,0,0,0,0,0,0,0,0,0
Shane Vereen,2011056,0,0,1,0,0,0,0,0,0,0
Mikel Leshoure,2011057,0,0,0,0,0,0,0,0,0,0
Torrey Smith,2011058,0,0,2,0,0,0,0,0,0,0
Greg Little,2011059,0,0,0,0,0,0,0,0,0,0
Brandon Harris,2011060,0,0,0,0,0,0,0,0,0,0
Jonas Mouton,2011061,0,0,0,0,0,0,0,0,0,0
Daniel Thomas,2011062,0,0,0,0,0,0,0,0,0,0
Marcus Gilbert,2011063,0,0,0,0,0,0,0,0,0,0
Randall Cobb,2011064,0,0,0,0,0,0,0,0,0,1
Terrell McClain,2011065,0,0,0,0,0,0,0,0,0,0
Dontay Moch,2011066,0,0,0,0,0,0,0,0,0,0
Nate Irving,2011067,0,0,0,0,0,0,0,0,0,0
Kelvin Sheppard,2011068,0,0,0,0,0,0,0,0,0,0
Rob Housler,2011069,0,0,0,0,0,0,0,0,0,0
Justin Houston,2011070,0,0,0,0,0,0,0,1,0,4
DeMarco Murray,2011071,0,0,0,1,0,0,0,1,0,3
Martez Wilson,2011072,0,0,0,0,0,0,0,0,0,0
Stevan Ridley,2011073,0,0,1,0,0,0,0,0,0,0
Ryan Mallett,2011074,0,0,0,0,0,0,0,0,0,0
John Moffitt,2011075,0,0,0,0,0,0,0,0,0,0
Will Rackley,2011076,0,0,0,0,0,0,0,0,0,0
Jurrell Casey,2011077,0,0,0,0,0,0,0,0,1,5
Austin Pettis,2011078,0,0,0,0,0,0,0,0,0,0
Leonard Hankerson,2011079,0,0,0,0,0,0,0,0,0,0
Chris Culliver,2011080,0,0,0,0,0,0,0,0,0,0
DeMarcus Van Dyke,2011081,0,0,0,0,0,0,0,0,0,0
Vincent Brown,2011082,0,0,0,0,0,0,0,0,0,0
Jerrel Jernigan,2011083,0,0,1,0,0,0,0,0,0,0
Mason Foster,2011084,0,0,0,0,0,0,0,0,0,0
Jah Reid,2011085,0,0,1,0,0,0,0,0,0,0
Allen Bailey,2011086,0,0,0,0,0,0,0,0,0,0
Drake Nevis,2011087,0,0,0,0,0,0,0,0,0,0
Johnny Patrick,2011088,0,0,0,0,0,0,0,0,0,0
Shareece Wright,2011089,0,0,0,0,0,0,0,0,0,0
Curtis Marsh,2011090,0,0,0,0,0,0,0,0,0,0
Akeem Dent,2011091,0,0,0,0,0,0,0,0,0,0
Joseph Barksdale,2011092,0,0,0,0,0,0,0,0,0,0
Chris Conte,2011093,0,0,0,0,0,0,0,0,0,0
Kenrick Ellis,2011094,0,0,0,0,0,0,0,0,0,0
Curtis Brown,2011095,0,0,0,0,0,0,0,0,0,0
Alex Green,2011096,0,0,0,0,0,0,0,0,0,0
Sione Fua,2011097,0,0,0,0,0,0,0,0,0,0
Brandon Hogan,2011098,0,0,0,0,0,0,0,0,0,0
K J Wright,2011099,0,0,1,0,0,0,0,0,0,1
DaNorris Searcy,2011100,0,0,0,0,0,0,0,0,0,0
Clint Boling,2011101,0,0,0,0,0,0,0,0,0,0
Jordan Cameron,2011102,0,0,0,0,0,0,0,0,0,1
Sam Acho,2011103,0,0,0,0,0,0,0,0,0,0
Luke Stocker,2011104,0,0,0,0,0,0,0,0,0,0
Roy Helu,2011105,0,0,0,0,0,0,0,0,0,0
Christian Ballard,2011106,0,0,0,0,0,0,0,0,0,0
Kris Durham,2011107,0,0,0,0,0,0,0,0,0,0
Quinton Carter,2011108,0,0,0,0,0,0,0,0,0,0
Colin McCarthy,2011109,0,0,0,0,0,0,0,0,0,0
David Arkin,2011110,0,0,0,0,0,0,0,0,0,0
Clyde Gates,2011111,0,0,0,0,0,0,0,0,0,0
Greg Salas,2011112,0,0,0,0,0,0,0,0,0,0
Chimdi Chekwa,2011113,0,0,0,0,0,0,0,0,0,0
Cecil Shorts,2011114,0,0,0,0,0,0,0,0,0,0
Kendall Hunter,2011115,0,0,0,0,0,0,0,0,0,0
Casey Matthews,2011116,0,0,0,0,0,0,0,0,0,0
James Brewer,2011117,0,0,1,0,0,0,0,0,0,0
Jalil Brown,2011118,0,0,0,0,0,0,0,0,0,0
Delone Carter,2011119,0,0,0,0,0,0,0,0,0,0
Alex Henery,2011120,0,0,0,0,0,0,0,0,0,0
Chris Prosinski,2011121,0,0,0,0,0,0,0,0,0,0
Chris Hairston,2011122,0,0,0,0,0,0,0,0,0,0
Tandon Doss,2011123,0,0,1,0,0,0,0,0,0,0
Owen Marecic,2011124,0,0,0,0,0,0,0,0,0,0
Taiwan Jones,2011125,0,0,0,0,0,0,0,0,0,0
Bilal Powell,2011126,0,0,0,0,0,0,0,0,0,0
Rashad Carmichael,2011127,0,0,0,0,0,0,0,0,0,0
Cortez Allen,2011128,0,0,0,0,0,0,0,0,0,0
Julius Thomas,2011129,0,0,0,0,0,0,0,0,0,2
Jamie Harper,2011130,0,0,0,0,0,0,0,0,0,0
Davon House,2011131,0,0,0,0,0,0,0,0,0,0
Kealoha Pilares,2011132,0,0,0,0,0,0,0,0,0,0
Johnny White,2011133,0,0,0,0,0,0,0,0,0,0
Robert Sands,2011134,0,0,0,0,0,0,0,0,0,0
Ricky Stanzi,2011135,0,0,0,0,0,0,0,0,0,0
Anthony Sherman,2011136,0,0,1,0,0,0,0,0,1,1
Buster Skrine,2011137,0,0,0,0,0,0,0,0,0,0
Marcus Cannon,2011138,0,0,3,0,0,0,0,0,1,0
Brandon Burton,2011139,0,0,0,0,0,0,0,0,0,0
Gabe Miller,2011140,0,0,0,0,0,0,0,0,0,0
D J Williams,2011141,0,0,0,0,0,0,0,0,0,0
Karl Klug,2011142,0,0,0,0,0,0,0,0,0,0
Josh Thomas,2011143,0,0,0,0,0,0,0,0,0,0
Shiloh Keo,2011144,0,0,1,0,0,0,0,0,0,0
Jacquizz Rodgers,2011145,0,0,0,0,0,0,0,0,0,0
Dejon Gomes,2011146,0,0,0,0,0,0,0,0,0,0
Rod Issac,2011147,0,0,0,0,0,0,0,0,0,0
Denarius Moore,2011148,0,0,0,0,0,0,0,0,0,0
Dion Lewis,2011149,0,0,1,0,0,0,0,0,0,0
Jason Pinkston,2011150,0,0,0,0,0,0,0,0,0,0
Ahmad Black,2011151,0,0,0,0,0,0,0,0,0,0
T J Yates,2011152,0,0,0,0,0,0,0,0,0,0
Jeremy Kerley,2011153,0,0,0,0,0,0,0,0,0,0
Richard Sherman,2011154,0,0,1,0,0,0,0,3,2,5
Niles Paul,2011155,0,0,0,0,0,0,0,0,0,0
Mark LeGree,2011156,0,0,0,0,0,0,0,0,0,0
Doug Hogue,2011157,0,0,0,0,0,0,0,0,0,0
Jermale Hines,2011158,0,0,0,0,0,0,0,0,0,0
Lee Smith,2011159,0,0,0,0,0,0,0,0,0,0
Nathan Enderle,2011160,0,0,0,0,0,0,0,0,0,0
Julian Vandervelde,2011161,0,0,0,0,0,0,0,0,0,0
Chris Carter,2011162,0,0,0,0,0,0,0,0,0,0
Daniel Kilgore,2011163,0,0,0,0,0,0,0,0,0,0
Chykie Brown,2011164,0,0,1,0,0,0,0,0,0,0
Pernell McPhee,2011165,0,0,0,0,0,0,0,0,0,0
Lawrence Wilson,2011166,0,0,0,0,0,0,0,0,0,0
Ryan Whalen,2011167,0,0,0,0,0,0,0,0,0,0
DeMarcus Love,2011168,0,0,0,0,0,0,0,0,0,0
Chris White,2011169,0,0,1,0,0,0,0,0,0,0
Mistral Raymond,2011170,0,0,0,0,0,0,0,0,0,0
Quan Sturdivant,2011171,0,0,0,0,0,0,0,0,0,0
Brandon Fusco,2011172,0,0,0,0,0,0,0,0,0,0
Byron Maxwell,2011173,0,0,1,0,0,0,0,0,0,0
